pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
POP1	Chr5	9300001	9600000	0.013152658020629182	299045	4876680	370775245	57158150
POP1	Chr5	9600001	9900000	0.017424046387975612	298893	6671720	382903021	44818586
POP1	Chr5	9900001	10200000	0.019142132822899477	215890	4479372	234005899	74934122
POP1	Chr5	10200001	10500000	0.01398499638185034	223978	3679104	263075077	57437441
POP1	Chr5	10500001	10800000	0.018781638370964703	298689	6478448	344935190	82488769
POP1	Chr5	10800001	11100000	0.01138189815400918	299243	4140244	363756901	64459832
POP1	Chr5	11100001	11400000	0.012882935529291713	160578	1986336	154183493	75603625
POP1	Chr5	11400001	11700000	0.013244423739645031	266651	3152224	238003862	143573719
POP1	Chr5	11700001	12000000	0.05043868972805783	38077	582496	11548595	42939592
POP1	Chr5	12000001	12300000	0.016961735760248745	212906	3026204	178413580	126254906
POP1	Chr5	12300001	12600000	0.012899740247496419	277352	2784708	215873184	181017528
POP1	Chr5	12600001	12900000	0.012520541498430252	82242	1045776	83524822	34163480
POP1	Chr5	12900001	13200000	0.012440248273223972	122719	1690076	135855488	39755401
POP1	Chr5	13200001	13500000	0.009496691844332007	260549	2952748	310923851	61921768
POP1	Chr5	13500001	13800000	0.014008002210068683	276119	4780472	341267222	53859067
POP1	Chr5	13800001	14100000	0.02175701003927241	297187	7163772	329262706	96026201
POP1	Chr5	14100001	14400000	0.021398990596862674	198986	5228380	244328347	40420619
POP1	Chr5	14400001	14700000	0.013901162455586452	147426	2649316	190582335	20384271
POP1	Chr5	14700001	15000000	0.016561996958031216	298174	6350856	383459556	43227438
POP1	Chr5	15000001	15300000	0.028251276355690667	265713	7442336	263433620	116801683
POP1	Chr5	15300001	15600000	0.019381979967295238	298394	6707512	346069494	80932320
POP1	Chr5	15600001	15900000	0.016386102545488775	264262	5262828	321176313	56982609
POP1	Chr5	15900001	16200000	0.010588196779440584	299329	4281532	404368382	23975710
POP1	Chr5	16200001	16500000	0.010567595327177262	299521	4294252	406360375	22255607
POP1	Chr5	16500001	16800000	0.01512338957415775	298818	5802700	383690440	43958186
POP1	Chr5	16800001	17100000	0.014105213998077208	298980	5542196	392918250	34926423
POP1	Chr5	17100001	17400000	0.017589704017015716	298729	6649556	378036833	49445797
POP1	Chr5	17400001	17700000	0.01840881661054834	298811	6665872	362102146	65497826
POP1	Chr5	17700001	18000000	0.014602390755151275	299215	5675444	388665397	39514130
POP1	Chr5	18000001	18300000	0.025619790241721806	298866	9028048	352385711	75292966
POP1	Chr5	18300001	18600000	0.028012383886131573	264105	9189956	328067616	49868070
POP1	Chr5	18600001	18900000	0.013153484554899487	277459	4865992	369939386	27104443
POP1	Chr5	18900001	19200000	0.012536384334419698	299310	5007272	399419152	28893458
POP1	Chr5	19200001	19500000	0.013321295861955483	299550	5424072	407173000	21483050
POP1	Chr5	19500001	19800000	0.017659210009836973	298909	6897020	390562205	37189453
POP1	Chr5	19800001	20100000	0.00983454411904839	299625	4038756	410670383	18094423
POP1	Chr5	20100001	20400000	0.011197597155298803	298523	4351208	388584081	38612349
POP1	Chr5	20400001	20700000	0.006161775418486232	236449	2023220	328350169	10008350
POP1	Chr5	20700001	21000000	0.005561238402063715	299823	2312760	415871400	13175313
POP1	Chr5	21000001	21300000	0.007966986800638723	299689	3359116	421629417	7228404
POP1	Chr5	21300001	21600000	0.008367410516854298	299407	3447496	412014684	16443888
POP1	Chr5	21600001	21900000	0.006582474316772844	299797	2709332	411597808	17417423
POP1	Chr5	21900001	22200000	0.012184714848880814	299516	4928272	404463466	24143930
POP1	Chr5	22200001	22500000	0.010563210491806375	299507	4366112	413331913	15262604
POP1	Chr5	22500001	22800000	0.013238473285243142	299492	5340836	403432925	25141558
POP1	Chr5	22800001	23100000	0.008721668892486868	299690	3588392	411434101	17476667
POP1	Chr5	23100001	23400000	0.005885308938370352	299811	2455560	417235531	11795441
POP1	Chr5	23400001	23700000	0.006089926785818226	299856	2581336	423869792	5225575
POP1	Chr5	23700001	24000000	0.006907491751108614	299834	2911024	421429964	7632490
POP1	Chr5	24000001	24300000	0.01183211567907822	299501	4569300	386177766	42409596
POP1	Chr5	24300001	24600000	0.004910143991464145	299799	2069272	421427967	7585833
POP1	Chr5	24600001	24900000	0.006251951067067668	299837	2616072	418440895	10707419
POP1	Chr5	24900001	25200000	0.005222389007927424	299836	2221880	425452795	3613952
POP1	Chr5	25200001	25500000	0.007239465524014278	299785	3068112	423803662	5188673
POP1	Chr5	25500001	25800000	0.004312488784238852	299876	1836240	425795890	3339545
POP1	Chr5	25800001	26100000	0.004655755805019794	299784	1923300	413101563	15893634
POP1	Chr5	26100001	26400000	0.005315329668133279	299811	2241452	421695763	7356674
POP1	Chr5	26400001	26700000	0.006916836818366229	299741	2894524	418475103	10462854
POP1	Chr5	26700001	27000000	0.0063736925538213215	274376	2446968	383916855	8715201
